Date,State,ConfirmedCasesIndian,ConfirmedCasesForeign,Discharged,Deaths,TotalConfirmed
2020-03-26,JK and Ladakh,26,0,1,0,26
2020-03-27,Andaman and Nicobar Islands,1,0,0,0,1
2020-03-27,Andhra Pradesh,12,0,1,0,12
2020-03-27,Bihar,6,0,0,1,6
2020-03-27,Chandigarh,7,0,0,0,7
2020-03-27,Chhattisgarh,6,0,0,0,6
2020-03-27,Delhi,35,1,6,1,36
2020-03-27,Goa,3,0,0,0,3
2020-03-27,Gujarat,42,1,0,3,43
2020-03-27,Haryana,16,14,11,0,30
2020-03-27,Himachal Pradesh,3,0,0,1,3
2020-03-27,Karnataka,55,0,3,2,55
2020-03-27,Kerala,129,8,11,0,137
2020-03-27,Madhya Pradesh,20,0,0,1,20
2020-03-27,Maharashtra,127,3,15,4,130
2020-03-27,Manipur,1,0,0,0,1
2020-03-27,Mizoram,1,0,0,0,1
2020-03-27,Odisha,2,0,0,0,2
2020-03-27,Puducherry,1,0,0,0,1
2020-03-27,Punjab,33,0,0,1,33
2020-03-27,Rajasthan,39,2,3,0,41
2020-03-27,Tamil Nadu,23,6,1,1,29
2020-03-27,Telengana,35,10,1,0,45
2020-03-27,Uttarakhand,4,1,0,0,5
2020-03-27,Uttar Pradesh,40,1,11,0,41
2020-03-27,West Bengal,10,0,0,1,10
2020-03-27,JK and Ladakh,26,0,4,1,26
2020-03-28,Andhra Pradesh,14,0,1,0,14
2020-03-28,Andaman and Nicobar Islands,6,0,0,0,6
2020-03-28,Bihar,9,0,0,1,9
2020-03-28,Chandigarh,8,0,0,0,8
2020-03-28,Chhattisgarh,6,0,0,0,6
2020-03-28,Delhi,38,1,6,1,39
2020-03-28,Goa,3,0,0,0,3
2020-03-28,Gujarat,44,1,0,3,45
2020-03-28,Haryana,19,14,12,0,33
2020-03-28,Himachal Pradesh,3,0,0,1,3
2020-03-28,Karnataka,55,0,3,2,55
2020-03-28,Kerala,168,8,11,0,176
2020-03-28,Madhya Pradesh,30,0,0,2,30
2020-03-28,Maharashtra,177,3,25,5,180
2020-03-28,Manipur,1,0,0,0,1
2020-03-28,Mizoram,1,0,0,0,1
2020-03-28,Odisha,3,0,0,0,3
2020-03-28,Puducherry,1,0,0,0,1
2020-03-28,Punjab,38,0,1,1,38
2020-03-28,Rajasthan,52,2,3,0,54
2020-03-28,Tamil Nadu,34,6,2,1,40
2020-03-28,Telengana,46,10,1,0,56
2020-03-28,Uttarakhand,4,1,0,0,5
2020-03-28,Uttar Pradesh,54,1,11,0,55
2020-03-28,West Bengal,15,0,0,1,15
2020-03-28,JK and Ladakh,33,0,4,1,33
2020-03-29,Andhra Pradesh,19,0,1,0,19
2020-03-29,Andaman and Nicobar Islands,9,0,0,0,9
2020-03-29,Bihar,11,0,0,1,11
2020-03-29,Chandigarh,8,0,0,0,8
2020-03-29,Chhattisgarh,7,0,0,0,7
2020-03-29,Delhi,48,1,6,2,49
2020-03-29,Goa,4,1,0,0,5
2020-03-29,Gujarat,57,1,1,5,58
2020-03-29,Haryana,19,14,17,0,33
2020-03-29,Himachal Pradesh,3,0,0,1,3
2020-03-29,Karnataka,76,0,5,3,76
2020-03-29,Kerala,174,8,15,1,182
2020-03-29,Madhya Pradesh,30,0,0,2,30
2020-03-29,Maharashtra,183,3,25,6,186
2020-03-29,Manipur,1,0,0,0,1
2020-03-29,Mizoram,1,0,0,0,1
2020-03-29,Odisha,3,0,0,0,3
2020-03-29,Puducherry,1,0,0,0,1
2020-03-29,Punjab,38,0,1,1,38
2020-03-29,Rajasthan,53,2,3,0,55
2020-03-29,Tamil Nadu,43,6,4,1,49
2020-03-29,Telengana,56,10,1,1,66
2020-03-29,Uttarakhand,6,1,2,0,7
2020-03-29,Uttar Pradesh,64,1,11,0,65
2020-03-29,West Bengal,18,0,0,1,18
2020-03-29,JK and Ladakh,44,0,4,2,44
2020-03-30,Andhra Pradesh,23,0,1,0,23
2020-03-30,Andaman and Nicobar Islands,9,0,0,0,9
2020-03-30,Bihar,15,0,0,1,15
2020-03-30,Chandigarh,8,0,0,0,8
2020-03-30,Chhattisgarh,7,0,0,0,7
2020-03-30,Delhi,86,1,6,2,87
2020-03-30,Goa,4,1,0,0,5
2020-03-30,Gujarat,68,1,1,6,69
2020-03-30,Haryana,22,14,18,0,36
2020-03-30,Himachal Pradesh,3,0,0,1,3
2020-03-30,Karnataka,83,0,5,3,83
2020-03-30,Kerala,194,8,19,1,202
2020-03-30,Madhya Pradesh,47,0,0,3,47
2020-03-30,Maharashtra,195,3,25,8,198
2020-03-30,Manipur,1,0,0,0,1
2020-03-30,Mizoram,1,0,0,0,1
2020-03-30,Odisha,3,0,0,0,3
2020-03-30,Puducherry,1,0,0,0,1
2020-03-30,Punjab,38,0,1,1,38
2020-03-30,Rajasthan,57,2,3,0,59
2020-03-30,Tamil Nadu,61,6,4,1,67
2020-03-30,Telengana,61,10,1,1,71
2020-03-30,Uttarakhand,6,1,2,0,7
2020-03-30,Uttar Pradesh,81,1,11,0,82
2020-03-30,West Bengal,22,0,0,1,22
2020-03-30,JK and Ladakh,61,0,5,2,61
2020-03-31,Andhra Pradesh,40,0,1,0,40
2020-03-31,Andaman and Nicobar Islands,10,0,0,0,10
2020-03-31,Bihar,15,0,0,1,15
2020-03-31,Chandigarh,13,0,0,0,13
2020-03-31,Chhattisgarh,8,0,0,0,8
2020-03-31,Delhi,96,1,6,2,97
2020-03-31,Goa,4,1,0,0,5
2020-03-31,Gujarat,72,1,3,6,73
2020-03-31,Haryana,26,14,21,0,40
2020-03-31,Himachal Pradesh,3,0,0,1,3
2020-03-31,Karnataka,83,0,5,3,83
2020-03-31,Kerala,226,8,19,1,234
2020-03-31,Madhya Pradesh,47,0,0,3,47
2020-03-31,Maharashtra,213,3,39,9,216
2020-03-31,Manipur,1,0,0,0,1
2020-03-31,Mizoram,1,0,0,0,1
2020-03-31,Odisha,3,0,0,0,3
2020-03-31,Puducherry,1,0,0,0,1
2020-03-31,Punjab,41,0,1,3,41
2020-03-31,Rajasthan,72,2,3,0,74
2020-03-31,Tamil Nadu,68,6,4,1,74
2020-03-31,Telengana,69,10,1,1,79
2020-03-31,Uttarakhand,6,1,2,0,7
2020-03-31,Uttar Pradesh,100,1,14,0,101
2020-03-31,West Bengal,26,0,0,2,26
2020-03-31,JK and Ladakh,67,0,5,2,67
2020-04-01,Andhra Pradesh,83,0,0,0,83
2020-04-01,Andaman and Nicobar Islands,10,0,1,0,10
2020-04-01,Assam,1,0,0,0,1
2020-04-01,Bihar,23,0,0,1,23
2020-04-01,Chandigarh,16,0,0,0,16
2020-04-01,Chhattisgarh,9,0,2,0,9
2020-04-01,Delhi,151,1,6,2,152
2020-04-01,Goa,4,1,0,0,5
2020-04-01,Gujarat,81,1,5,6,82
2020-04-01,Haryana,29,14,21,0,43
2020-04-01,Himachal Pradesh,3,0,0,1,3
2020-04-01,Jharkhand,1,0,0,0,1
2020-04-01,Karnataka,101,0,8,3,101
2020-04-01,Kerala,233,8,23,2,241
2020-04-01,Madhya Pradesh,66,0,0,3,66
2020-04-01,Maharashtra,299,3,39,9,302
2020-04-01,Manipur,1,0,0,0,1
2020-04-01,Mizoram,1,0,0,0,1
2020-04-01,Odisha,4,0,0,0,4
2020-04-01,Puducherry,3,0,1,0,3
2020-04-01,Punjab,42,0,1,3,42
2020-04-01,Rajasthan,91,2,3,0,93
2020-04-01,Tamil Nadu,228,6,6,1,234
2020-04-01,Telengana,86,10,1,3,96
2020-04-01,Uttarakhand,6,1,2,0,7
2020-04-01,Uttar Pradesh,102,1,14,2,103
2020-04-01,West Bengal,37,0,6,3,37
2020-04-01,JK and Ladakh,75,0,5,2,75
2020-04-02,Andhra Pradesh,86,0,1,1,86
2020-04-02,Andaman and Nicobar Islands,10,0,0,0,10
2020-04-02,Assam,5,0,0,0,5
2020-04-02,Bihar,24,0,0,1,24
2020-04-02,Chandigarh,16,0,0,0,16
2020-04-02,Chhattisgarh,9,0,2,0,9
2020-04-02,Delhi,218,1,8,4,219
2020-04-02,Goa,4,1,0,0,5
2020-04-02,Gujarat,86,1,8,7,87
2020-04-02,Haryana,29,14,21,0,43
2020-04-02,Himachal Pradesh,3,0,1,1,3
2020-04-02,Jharkhand,1,0,0,0,1
2020-04-02,Karnataka,110,0,9,3,110
2020-04-02,Kerala,257,8,25,2,265
2020-04-02,Madhya Pradesh,99,0,0,6,99
2020-04-02,Maharashtra,332,3,42,13,335
2020-04-02,Manipur,1,0,0,0,1
2020-04-02,Mizoram,1,0,0,0,1
2020-04-02,Odisha,4,0,0,0,4
2020-04-02,Puducherry,3,0,1,0,3
2020-04-02,Punjab,46,0,1,4,46
2020-04-02,Rajasthan,106,2,3,0,108
2020-04-02,Tamil Nadu,228,6,6,1,234
2020-04-02,Telengana,97,10,1,3,107
2020-04-02,Uttarakhand,6,1,2,0,7
2020-04-02,Uttar Pradesh,112,1,14,2,113
2020-04-02,West Bengal,53,0,6,3,53
2020-04-02,JK and Ladakh,75,0,5,2,75
2020-04-03,Andhra Pradesh,132,0,1,1,132
2020-04-03,Andaman and Nicobar Islands,10,0,0,0,10
2020-04-03,Arunachal Pradesh,1,0,0,0,1
2020-04-03,Assam,16,0,0,0,16
2020-04-03,Bihar,29,0,0,1,29
2020-04-03,Chandigarh,18,0,0,0,18
2020-04-03,Chhattisgarh,9,0,3,0,9
2020-04-03,Delhi,218,1,8,4,219
2020-04-03,Goa,5,1,0,0,6
2020-04-03,Gujarat,94,1,10,8,95
2020-04-03,Haryana,35,14,24,0,49
2020-04-03,Himachal Pradesh,6,0,1,1,6
2020-04-03,Jharkhand,2,0,0,0,2
2020-04-03,Karnataka,124,0,10,3,124
2020-04-03,Kerala,278,8,27,2,286
2020-04-03,Madhya Pradesh,104,0,0,6,104
2020-04-03,Maharashtra,332,3,42,16,335
2020-04-03,Manipur,2,0,0,0,2
2020-04-03,Mizoram,1,0,0,0,1
2020-04-03,Odisha,5,0,0,0,5
2020-04-03,Puducherry,5,0,1,0,5
2020-04-03,Punjab,48,0,1,5,48
2020-04-03,Rajasthan,165,2,3,0,167
2020-04-03,Tamil Nadu,303,6,6,1,309
2020-04-03,Telengana,148,10,1,7,158
2020-04-03,Uttarakhand,9,1,2,0,10
2020-04-03,Uttar Pradesh,171,1,14,2,172
2020-04-03,West Bengal,63,0,3,3,63
2020-04-03,JK and Ladakh,89,0,6,2,89
2020-04-04,Andhra Pradesh,161,0,1,1,161
2020-04-04,Andaman and Nicobar Islands,10,0,0,0,10
2020-04-04,Arunachal Pradesh,1,0,0,0,1
2020-04-04,Assam,24,0,0,0,24
2020-04-04,Bihar,30,0,0,1,30
2020-04-04,Chandigarh,18,0,0,0,18
2020-04-04,Chhattisgarh,9,0,3,0,9
2020-04-04,Delhi,444,1,15,6,445
2020-04-04,Goa,6,1,0,0,7
2020-04-04,Gujarat,104,1,14,10,105
2020-04-04,Haryana,35,14,24,0,49
2020-04-04,Himachal Pradesh,6,0,1,1,6
2020-04-04,Jharkhand,2,0,0,0,2
2020-04-04,Karnataka,128,0,12,3,128
2020-04-04,Kerala,287,8,41,2,295
2020-04-04,Madhya Pradesh,104,0,0,6,104
2020-04-04,Maharashtra,487,3,42,24,490
2020-04-04,Manipur,2,0,0,0,2
2020-04-04,Mizoram,1,0,0,0,1
2020-04-04,Odisha,5,0,0,0,5
2020-04-04,Puducherry,5,0,1,0,5
2020-04-04,Punjab,57,0,1,5,57
2020-04-04,Rajasthan,198,2,21,0,200
2020-04-04,Tamil Nadu,405,6,6,2,411
2020-04-04,Telengana,149,10,1,7,159
2020-04-04,Uttarakhand,15,1,2,0,16
2020-04-04,Uttar Pradesh,173,1,19,2,174
2020-04-04,West Bengal,69,0,3,3,69
2020-04-04,JK and Ladakh,89,0,6,2,89
2020-04-05,Andhra Pradesh,190,0,1,1,190
2020-04-05,Andaman and Nicobar Islands,10,0,0,0,10
2020-04-05,Arunachal Pradesh,1,0,0,0,1
2020-04-05,Assam,26,0,0,0,26
2020-04-05,Bihar,30,0,0,1,30
2020-04-05,Chandigarh,18,0,0,0,18
2020-04-05,Chhattisgarh,9,0,3,0,9
2020-04-05,Delhi,502,1,18,7,503
2020-04-05,Goa,6,1,0,0,7
2020-04-05,Gujarat,121,1,18,11,122
2020-04-05,Haryana,45,14,25,1,59
2020-04-05,Himachal Pradesh,6,0,1,1,6
2020-04-05,Jharkhand,3,0,0,0,3
2020-04-05,Karnataka,144,0,12,4,144
2020-04-05,Kerala,298,8,49,2,306
2020-04-05,Madhya Pradesh,165,0,0,9,165
2020-04-05,Maharashtra,487,3,42,24,490
2020-04-05,Manipur,2,0,0,0,2
2020-04-05,Mizoram,1,0,0,0,1
2020-04-05,Odisha,20,0,0,0,20
2020-04-05,Puducherry,5,0,1,0,5
2020-04-05,Punjab,57,0,1,5,57
2020-04-05,Rajasthan,198,2,21,0,200
2020-04-05,Tamil Nadu,479,6,6,3,485
2020-04-05,Telengana,259,10,32,7,269
2020-04-05,Uttarakhand,21,1,2,0,22
2020-04-05,Uttar Pradesh,226,1,19,2,227
2020-04-05,West Bengal,80,0,10,3,80
2020-04-05,JK and Ladakh,120,0,14,2,120
2020-04-06,Andhra Pradesh,226,0,1,3,226
2020-04-06,Andaman and Nicobar Islands,10,0,0,0,10
2020-04-06,Arunachal Pradesh,1,0,0,0,1
2020-04-06,Assam,26,0,0,0,26
2020-04-06,Bihar,32,0,0,1,32
2020-04-06,Chandigarh,18,0,0,0,18
2020-04-06,Chhattisgarh,10,0,8,0,10
2020-04-06,Delhi,522,1,19,7,523
2020-04-06,Goa,6,1,0,0,7
2020-04-06,Gujarat,143,1,22,12,144
2020-04-06,Haryana,70,14,25,1,84
2020-04-06,Himachal Pradesh,13,0,2,1,13
2020-04-06,Jharkhand,4,0,0,0,4
2020-04-06,Karnataka,151,0,12,4,151
2020-04-06,Kerala,306,8,55,2,314
2020-04-06,Madhya Pradesh,165,0,0,9,165
2020-04-06,Maharashtra,745,3,56,45,748
